"Site","Date","Round","White","Black","Result","ECO","WhiteElo","BlackElo","Annotator","Source","Remark","pgn","ID","Time","Moves","Termination"
"Amsterdam (Netherlands)","1980.??.??","5","Van Wijgerden Cornelis (NED)","Langeweg Kick (NED)","1/2-1/2","B22","2435","2425","","","","1.e4 c5 2.d4 cxd4 3.c3 Nf6 4.e5 Nd5 5.Nf3 d6 6.cxd4 Nc6 7.Bc4 Nb6 8.Bb5 dxe5 9.Nxe5 Bd7 10.Bxc6 Bxc6 11.Nxc6 bxc6 12.O-O g6 13.Re1 Bg7 14.Bg5 Nc8 15.Qa4 O-O 16.Qxc6 Rb8 17.Qc2 Qb6 18.Bc1 Nd6 19.Nc3 Nf5 20.d5 Rfc8 21.Qd3 Qd4 22.Qe2 Qb4 23.Bd2 Qxb2 24.Rab1 Qa3 25.Rxb8 Rxb8 26.Qe4 Nd6 27.Qa4 Qc5 28.Ne4 Qxd5 29.Bf4 Qd4 30.Qa5 Rc8 31.Nxd6 exd6 32.Be3 Qc3 33.Qxc3 Rxc3 34.Bxa7 1/2-1/2')"">","o_299142","","",""
"","","","munra","donx24","1-0","","1186","1166","","","","","l_299142","              3 min","35","time"
"Amsterdam (Netherlands)","1980.??.??","11","Van Wijgerden Cornelis (NED)","Panno Oscar (ARG)","1/2-1/2","B21","2435","2540","","","","1.e4 c5 2.d4 cxd4 3.c3 dxc3 4.Nxc3 Nc6 5.Nf3 e6 6.Bc4 Bb4 7.O-O Bxc3 8.bxc3 Nge7 9.Ba3 d5 10.exd5 exd5 11.Bd3 h6 12.Re1 O-O 13.Nd4 Re8 14.Nb5 Qa5 15.Bd6 Be6 16.Nc7 Qxc3 17.Nxa8 Rxa8 18.Rb1 b6 19.Re3 Qf6 20.Rc1 Rd8 21.Ba3 d4 22.Rf3 Qe5 23.Qd2 Rd7 24.Bb1 Qd5 25.Rg3 Kh8 26.Re1 Nf5 27.Be4 Qa5 28.Rd3 Qxd2 29.Rxd2 Na5 30.Rc2 g6 31.Bd3 Kg7 32.Rec1 Kf6 33.Bb4 Rd5 34.Rc7 Nd6 35.Rxa7 Nb5 36.Be7+ Kg7 37.Ra8 Nc3 38.Rd8 Nxa2 39.Rb1 Nb3 40.Rxb3 Rxd8 41.Bxd8 Bxb3 42.Bxb6 1/2-1/2')"">","o_299143","","",""
"","","","kiraswastika","nedo12","1-0","","1093","847","","","","","l_299143","              10 min","38","resignation"
"Amsterdam (Netherlands)","1980.??.??","?","Van Wijgerden Cornelis (NED)","Smejkal Jan (CZE)","1-0","C84","2435","2565","","","","1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 5.d4 exd4 6.O-O Be7 7.Re1 b5 8.Bb3 d6 9.Bd5 Nxd5 10.exd5 Ne5 11.Nxd4 O-O 12.a4 Bd7 13.Nc3 b4 14.Ne4 Re8 15.b3 Qc8 16.Bb2 Qb7 17.f4 Ng4 18.Nc6 Bf8 19.h3 f5 20.Ng5 Nf6 21.Qf3 h6 22.Bxf6 hxg5 23.Bxg5 Bxc6 24.dxc6 Qb6+ 25.Kh2 Qc5 26.Re2 d5 27.Re5 Rxe5 28.fxe5 Re8 29.Re1 g6 30.Bf6 Re6 31.Kh1 Qc3 32.Qxc3 bxc3 33.Rd1 Bg7 34.Bxg7 Kxg7 35.Rxd5 Rxc6 36.Kg1 Kh6 37.Kf2 Kg5 38.Kf3 Kh5 39.Kf4 Kh6 40.Rd7 Rc5 41.g4 1-0')"">","o_299144","","",""
"","","","sundaychile","Vermiciousknid93","0-1","","1377","1628","","","","","l_299144","              1 min","33","time"
"Amsterdam (Netherlands)","1980.??.??","?","Baljon Christofoor (NED)","De Boer Gert-Jan (NED)","1-0","B46","2340","2430","","","","1.e4 c5 2.Nf3 e6 3.d4 cxd4 4.Nxd4 Nc6 5.Nc3 a6 6.g3 d6 7.Bg2 Nxd4 8.Qxd4 Ne7 9.Be3 Nc6 10.Qb6 Qxb6 11.Bxb6 Bd7 12.f4 Be7 13.Rd1 Rc8 14.Rd2 h5 15.h4 Nb8 16.O-O Bc6 17.Bd4 Nd7 18.a4 e5 19.Bf2 Nf6 20.a5 O-O 21.Bf3 Rfe8 22.f5 g6 23.fxg6 fxg6 24.Be3 Bf8 25.Bg5 Nh7 26.Be3 Nf6 27.Bg2 Ng4 28.Bg5 Rc7 29.Bh3 Rf7 30.Rxf7 Kxf7 31.Bf1 Rb8 32.Bc4+ Kg7 33.Rd1 b5 34.axb6 Rxb6 35.b3 a5 36.Ra1 Nf6 37.Bxf6+ Kxf6 38.Rf1+ Ke7 39.Rf7+ Ke8 40.Ra7 Rb7 41.Rxa5 Bh6 42.Ra6 Bd2 43.Rxc6 Bxc3 44.Rxd6 Rb6 45.Rxb6 Bd4+ 46.Kf1 Bxb6 47.c3 Bd8 48.Ke2 g5 49.hxg5 Bxg5 50.Kd1 h4 51.gxh4 Bxh4 52.Kc2 Kd7 53.Bf7 Kc6 54.b4 Be1 55.Kb3 Kb6 56.c4 1-0')"">","o_299145","","",""
"","","","pimmie","estinme","1-0","","1399","1314","","","","","l_299145","              10 min","29","resignation"
"Amsterdam (Netherlands)","1980.??.??","5","Baljon Christofoor (NED)","Duer Arne (AUT)","0-1","B82","2340","2420","","","","1.e4 c5 2.Nc3 e6 3.Nge2 d6 4.d4 cxd4 5.Nxd4 Nf6 6.f4 Nc6 7.Be3 Be7 8.Qf3 O-O 9.O-O-O Qc7 10.g4 Nxd4 11.Rxd4 e5 12.Rc4 Bxg4 13.Qg3 Qd8 14.Rg1 g6 15.f5 Bh5 16.Bh3 b5 17.Rc6 b4 18.Nd5 Nxd5 19.exd5 Qa5 20.Qf2 Qxd5 21.Rc7 Bd8 22.Rd7 Qxa2 23.Bh6 Bb6 24.fxg6 Qa1+ 25.Kd2 Qxg1 26.gxh7+ Kxh7 27.Bf5+ Kxh6 0-1')"">","o_299146","","",""
"","","","BigSki","Rynunes","0-1","","1159","1064","","","","","l_299146","              5 min","35","time"
"Amsterdam (Netherlands)","1980.??.??","7","Baljon Christofoor (NED)","Enklaar Bertus F (NED)","0-1","C02","2340","2395","","","","1.e4 e6 2.d4 d5 3.e5 c5 4.c3 Nc6 5.Nf3 Nge7 6.a3 cxd4 7.cxd4 Nf5 8.Nc3 Be7 9.h4 h5 10.Be2 Bd7 11.b4 Rc8 12.Bb2 g6 13.g3 Kf8 14.Kf1 Kg7 15.Kg2 Qe8 16.Qd2 a6 17.Rhc1 Na7 18.Ne1 Bc6 19.Nd1 Bb5 20.Nd3 Nc6 21.Nf4 Bxe2 22.Nxe2 Na7 23.Ne3 Nh6 24.Nf4 Rxc1 25.Rxc1 Qd7 26.Nd3 b6 27.Nf4 Rc8 28.Rxc8 Qxc8 29.Qd3 Ng8 30.Bc3 b5 31.Qd2 Qc6 32.Nd3 Nc8 33.Kh2 Nb6 34.Nc5 Nc4 35.Qc1 a5 36.Nb3 a4 37.Nc5 f6 38.Nxc4 dxc4 39.Qh1 Qxh1+ 40.Kxh1 Kf7 41.Ne4 f5 42.Nd2 Bd8 43.Nf3 Bb6 44.Ng5+ Ke7 45.Nh3 Kd7 46.Nf4 Ne7 47.Kg2 Kc6 48.Nxe6 Nd5 49.Bb2 c3 50.Bc1 Ne7 51.Kf3 Kd5 52.Nf4+ Kc4 53.d5 Nxd5 54.Nxg6 Kb3 55.Nf4 Nxb4 56.axb4 a3 57.Bxa3 Kxa3 58.Nd3 Kb3 59.Ke2 Bd8 60.Kd1 Be7 61.f3 Bf8 62.e6 Be7 63.g4 fxg4 64.fxg4 hxg4 65.h5 g3 66.Ke2 Kc4 67.Ne1 Kd5 68.h6 Kxe6 69.h7 Bf6 70.Kf3 Kd5 71.Kxg3 Kc4 72.Kf3 Kxb4 73.Ke2 Kb3 74.Kd3 b4 75.Nc2 Bh8 76.Ne3 Ka2 77.Nd5 Ka3 78.Nc7 Kb2 0-1')"">","o_299147","","",""
"","","","bdoale","mathmike","1-0","","1108","1088","","","","","l_299147","              3 min","33","time"
"Amsterdam (Netherlands)","1980.??.??","?","Baljon Christofoor (NED)","Formanek Edward W (USA)","1/2-1/2","B23","2340","2400","","","","1.e4 c5 2.Nc3 Nc6 3.Nge2 Nd4 4.Nxd4 cxd4 5.Ne2 e5 6.c3 dxc3 7.Nxc3 Bc5 8.Bc4 Qh4 9.Qf3 Nf6 10.Nd5 Nxd5 11.Bxd5 O-O 12.Qg3 Qxg3 13.hxg3 Rb8 14.d3 d6 15.Ke2 Be6 16.Bxe6 fxe6 17.Be3 Rbc8 18.Rac1 1/2-1/2')"">","o_299148","","",""
"","","","mikejohoops","martinflores77","1-0","","1343","1151","","","","","l_299148","              2|1","23","checkmate"
"Amsterdam (Netherlands)","1980.??.??","3","Baljon Christofoor (NED)","Haik Aldo (FRA)","0-1","C51","2340","2440","","","","1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.b4 Bb6 5.Nc3 d6 6.Nd5 Nf6 7.a4 Nxe4 8.Qe2 Nd4 9.Nxd4 Bxd4 10.Qxe4 Bxa1 11.c3 c6 12.Ne3 O-O 13.Qb1 d5 14.Bb3 f5 15.Qxa1 f4 16.Nf1 Qg5 17.Rg1 Qg6 18.Qa2 Bf5 19.d4 exd4 20.cxd4 Rae8+ 21.Kd2 Bb1 22.Bc2 0-1')"">","o_299149","","",""
"","","","permana","zephiros","stalemate","","1384","1366","","","","","l_299149","              10 min","51","draw"
"Amsterdam (Netherlands)","1980.??.??","?","Baljon Christofoor (NED)","Van Der Sterren Paul (NED)","0-1","A01","2340","2410","","","","1.b3 e5 2.Bb2 Nc6 3.Nf3 e4 4.Nd4 Nf6 5.e3 Ne5 6.Nf5 d6 7.Ng3 Qe7 8.c4 b6 9.Nc3 Bb7 10.Qb1 O-O-O 11.Be2 h5 12.h4 Kb8 13.a3 Rg8 14.Qa2 Nd3+ 15.Bxd3 exd3 16.f3 d5 17.cxd5 Nxd5 18.Nxd5 Bxd5 19.Nxh5 Rh8 20.Nf4 Rxh4 21.Kf2 Rxf4 22.exf4 Qe2+ 23.Kg3 Rd6 24.f5 Rg6+ 25.fxg6 Bd6+ 26.Kh4 Qf2+ 27.Kh5 Qg3 28.Bxg7 Bf4 0-1')"">","o_299150","","",""
"","","","Gvidos","1pawn1","0-1","","943","1190","","","","","l_299150","              15 min","59","checkmate"
"Amsterdam (Netherlands)","1980.??.??","?","Chernin Alexander (HUN)","Baljon Christofoor (NED)","1-0","A15","2586","2340","","","","1.Nf3 Nf6 2.g3 g6 3.b3 Bg7 4.Bb2 d6 5.Bg2 e5 6.c4 O-O 7.O-O Nc6 8.d3 Nh5 9.Nc3 f5 10.Rb1 f4 11.a3 Bg4 12.b4 Qd7 13.b5 Nd4 14.Ne4 h6 15.Bxd4 exd4 16.Qc2 Bh3 17.c5 d5 18.c6 bxc6 19.bxc6 Qg4 20.Qa2 Bxg2 21.Kxg2 fxg3 22.fxg3 Nf4+ 23.Kh1 Nxe2 24.Qxd5+ Kh7 25.Qd7 Qxd7 26.cxd7 Rad8 27.Rbe1 Nc3 28.Nc5 Rf7 1-0')"">","o_299151","","",""
"","","","Fahim","markccasey","0-1","","1057","1511","","","","","c_299151","5 days","13","time"
"","","","gladlaks","Dannyy2008","1-0","","1407","1419","","","","","l_299151","              5 min","26","checkmate"
"Amsterdam (Netherlands)","1980.??.??","?","Chernin Alexander (HUN)","Duer Arne (AUT)","1-0","A24","2586","2420","","","","1.c4 g6 2.Nc3 Bg7 3.g3 d6 4.Bg2 e5 5.e3 Nf6 6.Nge2 O-O 7.O-O Re8 8.d3 c6 9.e4 a5 10.h3 Na6 11.Bg5 Nc5 12.Qd2 Qe7 13.Be3 Nfd7 14.Rae1 Nf8 15.f4 exf4 16.gxf4 f5 17.b3 Bd7 18.Ng3 Na6 19.Na4 fxe4 20.dxe4 Nc5 21.Nxc5 dxc5 22.e5 Bf5 23.Nxf5 gxf5 24.Qc2 Qf7 25.Bxc5 Ne6 26.Be3 Bh6 27.Qf2 Qh5 28.Kh2 Nf8 29.Rg1 Bg7 30.Bf3 Qf7 31.Rg2 Ng6 32.Reg1 Kh8 33.h4 Bh6 34.Be2 Rg8 35.h5 Ne7 36.e6 1-0')"">","o_299152","","",""
"","","","xgregoryx","nogard","1-0","","1453","1607","","","","","l_299152","              2 min","27","resignation"
"Amsterdam (Netherlands)","1980.??.??","?","Chernin Alexander (HUN)","Vogel Jaap (NED)","1-0","E18","2586","2325","","","","1.c4 Nf6 2.g3 e6 3.Bg2 d5 4.d4 Be7 5.Nf3 O-O 6.O-O b6 7.Nc3 Bb7 8.cxd5 exd5 9.Qc2 Re8 10.Rd1 Nbd7 11.Bf4 Bd6 12.Bxd6 cxd6 13.Qb3 a6 14.e3 Qe7 15.Ne1 Ne4 16.Nxd5 Bxd5 17.Qxd5 Ndf6 18.Qb3 h5 19.h3 Rac8 20.Rac1 b5 21.Rc2 Rxc2 22.Qxc2 Qe6 23.Qb3 Qf5 24.Nd3 Rc8 25.a4 g5 26.axb5 axb5 27.Kh2 g4 28.h4 Kg7 29.Kg1 Rc7 30.Nf4 b4 31.Qd3 d5 32.Ra1 Qc8 33.Rf1 Qf5 34.Rd1 Kh6 35.Qb3 Kg7 36.Bf1 Qd7 37.Bd3 Qc6 1-0')"">","o_299153","","",""
"","","","Oldlad","belphegor","1-0","","1659","1654","","","","","l_299153","              5 min","37","time"
"Amsterdam (Netherlands)","1980.??.??","3","De Boer Gert-Jan (NED)","Chernin Alexander (HUN)","1/2-1/2","B08","2430","2586","","","","1.e4 d6 2.d4 Nf6 3.Nc3 g6 4.Nf3 Bg7 5.Be2 O-O 6.O-O Bg4 7.Be3 Nc6 8.Qd2 e5 9.dxe5 dxe5 10.Rad1 Qc8 11.Qc1 a6 12.h3 Bxf3 13.Bxf3 Rd8 14.Rxd8+ Nxd8 15.Rd1 Ne6 16.Nd5 Nxd5 17.exd5 Nd4 18.Bxd4 exd4 19.Qf4 Qd8 20.Re1 Bf6 21.d6 Qxd6 22.Qxd6 cxd6 23.Bxb7 Rb8 24.Bxa6 Rxb2 25.Bd3 Rxa2 26.g3 Kg7 27.Rb1 Ra7 28.Kg2 Bg5 29.Rb6 Rd7 30.Be4 Re7 31.Kf3 Re6 32.Bd5 Rf6+ 33.Ke2 Bc1 34.Rb4 Ba3 35.Rxd4 Rf5 36.Rd3 1/2-1/2')"">","o_299154","","",""
"","","","GeeWhizz","Buck_Snort","1-0","","1386","773","","","","","l_299154","              2 min","28","time"
"Amsterdam (Netherlands)","1980.??.??","11","De Boer Gert-Jan (NED)","Formanek Edward W (USA)","1/2-1/2","B85","2430","2400","","","","1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 e6 6.Be2 Be7 7.O-O O-O 8.f4 a6 9.a4 Qc7 10.Be3 Nbd7 11.Bf3 Nb6 12.Kh1 Bd7 13.g4 Rfd8 14.g5 Ne8 15.f5 Nc4 16.Bc1 Ne5 17.Bg2 Qc4 18.Nce2 Nc6 19.Be3 Nxd4 20.Nxd4 e5 21.Ne2 b5 22.b3 Qc7 23.f6 Bf8 24.fxg7 Nxg7 25.axb5 axb5 26.Qd2 Rdc8 27.Rxa8 Rxa8 28.Nc3 Qa5 29.Nd5 Qxd2 30.Bxd2 Be6 31.Bb4 Ne8 32.Rc1 Kg7 33.Bf1 Bxd5 34.exd5 Nc7 35.Bd2 Ra2 36.Bd3 Nxd5 37.Bxb5 Be7 38.Bf1 Nf4 39.Bxf4 exf4 40.h4 d5 41.Bd3 f6 42.Re1 Ra7 43.gxf6+ Bxf6 44.Rf1 Bxh4 45.Rxf4 Be1 46.Rd4 Ra5 47.Rg4+ Kh8 48.Kg2 Bc3 49.Rh4 Ra7 50.b4 Be1 51.Rd4 Bc3 52.Rf4","o_299155","","",""
"","","","caner_okhan","aggravator","0-1","","1406","1423","","","","","l_299155","              3 min","38","time"
"Amsterdam (Netherlands)","1980.??.??","?","De Boer Gert-Jan (NED)","Scheeren Peter (NED)","1/2-1/2","C84","2430","2360","","","","1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 5.O-O Be7 6.Nc3 b5 7.Bb3 d6 8.Nd5 Na5 9.Nxe7 Qxe7 10.d3 O-O 11.Bg5 h6 12.Bxf6 Qxf6 13.Qe1 Nxb3 14.axb3 Bb7 15.b4 Qe7 16.Nd2 f5 17.Nb3 Rae8 18.f3 Rf7 19.Qe3 Ref8 20.Rac1 Qh4 21.Na5 Bc8 22.c4 Bd7 23.c5 fxe4 24.dxe4 Rf6 25.cxd6 cxd6 26.Rc7 Rg6 27.Rf2 Rf7 28.Nc6 Be6 29.Rxf7 Bxf7 30.Qa7 Rxg2+ 31.Kxg2 Qg5+ 1/2-1/2')"">","o_299156","","",""
"","","","hoogix","ozone38","1-0","","1133","941","","","","","l_299156","              15|10","17","checkmate"
"Amsterdam (Netherlands)","1980.??.??","5","De Boer Gert-Jan (NED)","Schiffer Karl-Josef (GER)","0-1","B45","2430","2415","","","","1.e4 c5 2.Nf3 Nf6 3.Nc3 e6 4.d4 cxd4 5.Nxd4 Nc6 6.Ndb5 Bb4 7.Bf4 Nxe4 8.Nc7+ Kf8 9.Qf3 d5 10.O-O-O Bxc3 11.bxc3 e5 12.Nxd5 Ng5 13.Qe3 exf4 14.Qc5+ Ke8 15.Bb5 Bd7 16.Rhe1+ Ne6 17.Nxf4 Qe7 18.Qh5 Kf8 19.Bc4 Ncd8 20.Rd3 Qa3+ 21.Kb1 Nxf4 0-1')"">","o_299157","","",""
"","","","Eti","misterfi","1-0","","1183","1070","","","","","l_299157","              5 min","21","resignation"
"Amsterdam (Netherlands)","1980.??.??","8","Duer Arne (AUT)","De Boer Gert-Jan (NED)","1-0","B07","2420","2430","","","","1.e4 d6 2.d4 Nf6 3.Nc3 g6 4.g3 Bg7 5.Bg2 O-O 6.Nge2 e5 7.O-O Nc6 8.dxe5 dxe5 9.Bg5 Nd4 10.Nxd4 exd4 11.Nd5 c6 12.e5 cxd5 13.Qxd4 1-0')"">","o_299158","","",""
"","","","josh13a","dodlik","1-0","","1290","1437","","","","","l_299158","              5 min","22","checkmate"
"Amsterdam (Netherlands)","1980.??.??","?","Duer Arne (AUT)","Enklaar Bertus F (NED)","0-1","C05","2420","2395","","","","1.e4 e6 2.d4 d5 3.Nd2 Nf6 4.e5 Nfd7 5.Bd3 c5 6.c3 Nc6 7.Ne2 a5 8.O-O cxd4 9.cxd4 Nb6 10.f4 g6 11.Nf3 h5 12.g3 a4 13.Rf2 Nb4 14.Bb1 Bd7 15.Rg2 Nc4 16.g4 hxg4 17.Rxg4 Qb6 18.Ng5 Be7 19.Kg2 Nc6 20.Nxf7 Kxf7 21.Bxg6+ Kf8 22.Qd3 Nd8 23.Qg3 Be8 24.f5 exf5 25.Bxf5 Bh5 26.Nf4 Bxg4 27.Qxg4 Rg8 28.Bg6 Rg7 29.e6 Qxd4 30.Kh3 Qf6 31.Qh5 Ne5 32.Bf5 Rg5 33.Ng6+ Nxg6 34.Qh6+ Kg8 35.Bxg5 Qxf5+ 0-1')"">","o_299159","","",""
"","","","chmath","ashbo2009","0-1","","1150","883","","","","","l_299159","              5 min","23","checkmate"
"Amsterdam (Netherlands)","1980.??.??","?","Duer Arne (AUT)","Formanek Edward W (USA)","1/2-1/2","B25","2420","2400","","","","1.e4 c5 2.Nc3 Nc6 3.g3 g6 4.Bg2 Bg7 5.d3 Nf6 6.f4 d6 7.Nf3 O-O 8.O-O Bd7 9.h3 Rb8 10.Be3 Ne8 11.Qd2 Nd4 12.g4 f5 13.gxf5 gxf5 14.Kh1 Kh8 15.Rae1 Nc7 16.Bg1 fxe4 17.dxe4 Ncb5 18.Ne2 Nxe2 19.Rxe2 Nc7 20.Rb1 Bb5 21.Ree1 Bc6 22.Bh2 Qe8 23.Nh4 Bf6 24.Nf5 Qh5 25.Ng3 Qf7 26.c3 Qxa2 27.e5 Bh4 28.exd6 exd6 29.Qxd6 Bxg2+ 30.Kxg2 Qd5+ 31.Qxd5 Nxd5 32.f5 Rbe8 33.Rxe8 Rxe8 34.Kf3 Re3+ 35.Kg4 Be7 36.Rd1 Re5 37.Nf1 Nf6+ 38.Kf4 Re2 39.Kf3 Rxb2 40.Re1 Bd8 41.Rd1 Be7 42.Re1 Ng8 43.Re6 Bf6 44.Be5 Bxe5 45.Rxe5 b6 46.Ne3 Kg7 47.Nd5 a5 48.Re6 b5 49.Ra6 a4 50.Ra7+ Kf8 51.Ra8+ Kf7 1/2-1/2')"">","o_299160","","",""
"","","","theConvalescent","narchenole","1-0","","1407","1643","","","","","l_299160","              10|30","25","resignation"
"Amsterdam (Netherlands)","1980.??.??","?","Duer Arne (AUT)","Haik Aldo (FRA)","1/2-1/2","C53","2420","2440","","","","1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.c3 Qe7 5.d4 Bb6 6.O-O d6 7.h3 Nf6 8.Re1 Bd7 9.Na3 O-O 10.Bf1 exd4 11.Nxd4 Rae8 12.Nac2 Qd8 13.Qd3 d5 14.Nxc6 Bxc6 15.exd5 Nxd5 16.Bd2 Qh4 17.Nd4 Nb4 18.Qf5 Be4 19.Bg5 Bxf5 20.Bxh4 Bxd4 21.cxd4 Nc2 22.Rxe8 Rxe8 23.Rd1 Re1 24.Rxe1 Nxe1 25.d5 Bd3 26.Bg3 Bxf1 27.Kxf1 Nd3 28.Bxc7 Kf8 29.Bd6+ Ke8 30.b4 Kd7 31.Bf8 g6 32.g3 Ne5 33.Ke2 Nc4 34.Kd3 Nb6 35.Kd4 Na4 36.Bh6 Nb2 37.Be3 Nd1 38.f3 Nb2 39.h4 f6 40.g4 Kd6 41.Bf4+ Kd7 42.b5 a6 43.bxa6 bxa6 44.g5 fxg5 45.hxg5 Ke7 46.Be5 Kd7 47.f4 Na4 48.Bb8 Nb2 49.Ba7 Kd6 50.Bc5+ Kd7 51.Ke4 Nc4 52.f5 gxf5+ 53.Kxf5 Nd2 54.Be3 Nc4 55.Bf4 Nb6 56.Ke5 Nc4+ 57.Kd4 Nb6 58.Bg3 Na4 59.Kc4 Nb6+ 60.Kc5 Na4+ 61.Kb4 Nb6 62.Ka5 Nxd5 63.a3 Kc6 64.Kxa6 Nc3 65.Be5 Ne4 1/2-1/2')"">","o_299161","","",""
"","","","SAFC4prem","sellic","0-1","","1274","1189","","","","","c_299161","1 week","5","time"
"","","","askchinkus","mashkoff","1-0","","1388","1411","","","","","l_299161","              1|5","22","resignation"
"Amsterdam (Netherlands)","1980.??.??","?","Duer Arne (AUT)","Scheeren Peter (NED)","1/2-1/2","B19","2420","2360","","","","1.e4 c6 2.d4 d5 3.Nd2 dxe4 4.Nxe4 Bf5 5.Ng3 Bg6 6.h4 h6 7.Nf3 Nd7 8.h5 Bh7 9.Bd3 Bxd3 10.Qxd3 e6 11.Bd2 Qc7 12.Qe2 Ngf6 13.O-O-O Bd6 14.Nf5 Bf4 15.Ne3 Ne4 16.Be1 Ndf6 17.g3 Bxe3+ 18.Qxe3 O-O-O 19.Bb4 Nd5 20.Qxe4 Nxb4 21.a3 Nd5 22.Ne5 Nf6 23.Qe2 Rhf8 24.Rd2 Nd7 25.Rhd1 Nxe5 26.dxe5 Rxd2 27.Rxd2 Rd8 28.Rxd8+ Kxd8 29.Qe3 Qb6 30.Qxb6+ axb6 31.Kd2 g6 32.g4 gxh5 33.gxh5 b5 34.b4 Ke7 35.Kd3 f6 36.Kd4 b6 37.Ke4 Kf7 38.Kd4 Ke7 39.c3 Kf7 40.f3 f5 41.c4 bxc4 42.Kxc4 Ke7 43.a4 Kd7 44.a5 Kc7 45.axb6+ Kxb6 46.f4 Kb7 47.Kc5 Kc7 48.b5 cxb5 49.Kxb5 Kb7 1/2-1/2')"">","o_299162","","",""
"Amsterdam (Netherlands)","1980.??.??","?","Duer Arne (AUT)","Van Der Sterren Paul (NED)","0-1","B25","2420","2410","","","","1.e4 c5 2.Nc3 Nc6 3.g3 g6 4.Bg2 Bg7 5.d3 d6 6.f4 e6 7.Nf3 Nge7 8.O-O O-O 9.Be3 Nd4 10.Rb1 b6 11.Ne2 Nxf3+ 12.Bxf3 d5 13.g4 f5 14.Ng3 Bb7 15.Qe2 Qd7 16.b3 Rae8 17.Kh1 dxe4 18.dxe4 fxg4 19.Bxg4 h5 20.Bh3 h4 21.Qc4 Nd5 22.Qd3 hxg3 23.exd5 Qxd5+ 24.Qxd5 exd5 25.Bg1 d4+ 26.Bg2 Bxg2+ 27.Kxg2 Re2+ 28.Kxg3 Rxc2 29.a4 Re8 30.Rf3 Ree2 31.Rd1 Rc3 32.b4 Rb2 33.Rxc3 dxc3 34.bxc5 bxc5 35.Bxc5 c2 36.Rc1 Rb3+ 37.Kf2 Rc3 38.Be3 Rc4 39.Rf1 Rxa4 40.Ke2 Re4 41.Rc1 Bd4 42.Kd3 Bxe3 43.Rxc2 Re7 44.Re2 Bc5 45.Rg2 Kf7 46.h4 Bd6 47.h5 gxh5 48.Rg5 Kf6 49.Rxh5 Bxf4 50.Kc4 Re4+ 0-1')"">","o_299163","","",""
"","","","Radek_Hendrych","Pablus","0-1","","998","1071","","","","","l_299163","              10 min","29","resignation"
"Amsterdam (Netherlands)","1980.??.??","?","Enklaar Bertus F (NED)","Chernin Alexander (HUN)","0-1","A41","2395","2586","","","","1.Nf3 d6 2.d4 f5 3.b3 Nf6 4.g3 g6 5.Bg2 Bg7 6.Bb2 O-O 7.Nbd2 Nc6 8.O-O Qe8 9.Nc4 a6 10.a4 Bd7 11.e3 h6 12.Ne1 g5 13.Nd3 e6 14.a5 Rb8 15.Qe2 Ne7 16.Rae1 Ng6 17.f3 f4 18.exf4 gxf4 19.Bh3 Kh7 20.Bxe6 Bxe6 21.Qxe6 Qb5 22.Qh3 Rbe8 23.Kh1 Qd5 24.gxf4 Rxe1 25.Rxe1 Ng8 26.Re4 Nf6 27.Qe6 Qh5 28.Nd2 Re8 29.f5 Nh4 30.Nf4 Qg5 31.Bc1 Rxe6 32.fxe6 Nxe4 33.Nxe4 Qxa5 34.c3 Qa1 35.Ne2 Nf5 36.Nd2 Qa2 37.Kg2 Qc2 38.Kf2 Bf6 0-1')"">","o_299164","","",""
"Amsterdam (Netherlands)","1980.??.??","2","Enklaar Bertus F (NED)","De Boer Gert-Jan (NED)","1-0","A65","2395","2430","","","","1.d4 Nf6 2.c4 c5 3.d5 g6 4.Nc3 d6 5.e4 Bg7 6.Bd3 O-O 7.Nge2 e6 8.O-O exd5 9.cxd5 Re8 10.Ng3 Nbd7 11.h3 a6 12.a4 Qc7 13.Be3 Rb8 14.f4 Nxe4 15.Bxe4 f5 16.Bxf5 Rxe3 17.Be6+ Kh8 18.Rf3 Rxf3 19.Qxf3 b5 20.axb5 axb5 21.Re1 b4 22.Nce4 Bxb2 23.Ng5 Nf8 24.Nf7+ Kg7 25.f5 Nxe6 26.dxe6 Bd4+ 27.Kh1 Bb7 28.Qf4 Qc6 29.Ne4 gxf5 30.Qg5+","o_299165","","",""
"","","","ranmal","ljonata","0-1","","1458","1352","","","","","l_299165","              10 min","24","resignation"
