"Site","Date","Round","White","Black","Result","ECO","WhiteElo","BlackElo","Annotator","Source","Remark","pgn","ID","Time","Moves","Termination"
"","","","mupy","donaldmost","1-0","","1427","1157","","","","","l_299425","              10 min","29","resignation"
"Baden-Baden (Germany)","1980.??.??","?","Beliavsky Alexander G (SLO)","Miles Anthony J (ENG)","1/2-1/2","A32","2590","2545","","","","1.d4 Nf6 2.c4 e6 3.g3 c5 4.Nf3 cxd4 5.Nxd4 Qa5+ 6.Nd2 Nc6 7.N4b3 Qc7 8.Bg2 b6 9.O-O Bb7 10.Nf3 Be7 11.Bf4 d6 12.c5 e5 13.cxd6 Bxd6 14.Rc1 Rd8 15.Bg5 Be7 16.Qc2 Qb8 17.Nh4 Nd5 18.Bxe7 Ncxe7 19.e4 Rc8 20.Qd2 Nf6 21.Qb4 g6 22.Rxc8+ Bxc8 23.Rd1 Qc7 24.Rc1 Nc6 25.Qd2 Bb7 26.Qh6 Qd6 27.Bf3 Qf8 28.Qg5 Qe7 29.Qh6 Qf8 30.Qg5","o_299426","","",""
"","","","Buck_Snort","GeeWhizz","0-1","","772","1386","","","","","l_299426","              2 min","30","time"
"Baden-Baden (Germany)","1980.??.??","?","Beliavsky Alexander G (SLO)","Nunn John D M (ENG)","1/2-1/2","B08","2590","2515","","","","1.e4 d6 2.d4 Nf6 3.Nc3 g6 4.Nf3 Bg7 5.Be2 O-O 6.O-O Bg4 7.Be3 Nc6 8.Qd3 Nd7 9.Rad1 Nb6 10.a3 d5 11.h3 Bxf3 12.Bxf3 e5 13.exd5 Nxd4 14.Bxd4 exd4 15.Nb5 Nxd5 16.Bxd5 c6 17.Rd2 cxd5 18.Nxd4 Qb6 19.c3 Rfe8 20.Rfd1 Rad8 21.Qc2 Re4 22.Nf3 Rde8 23.Qd3 Bh6 24.Rc2 Qb3 25.Kh2 Qa4 26.g3 a6 27.Kg2 Bg7 28.h4 h5 29.Kf1 Bh6 30.Nd4 1/2-1/2')"">","o_299427","","",""
"","","","stefan001","supershaneishere","1-0","","1311","989","","","","","l_299427","              10 min","47","checkmate"
"Baden-Baden (Germany)","1980.??.??","?","Beliavsky Alexander G (SLO)","Spassky Boris V (FRA)","0-1","E17","2590","2615","","","","1.d4 Nf6 2.c4 e6 3.Nf3 b6 4.g3 Bb7 5.Bg2 Be7 6.O-O O-O 7.d5 exd5 8.Nh4 c6 9.cxd5 cxd5 10.Nc3 Na6 11.Nf5 Nc7 12.Bf4 Bc5 13.Rc1 Bc6 14.Na4 g6 15.Nxc5 bxc5 16.Bxc7 Qxc7 17.Ne7+ Kg7 18.Nxd5 Bxd5 19.Bxd5 Rab8 20.b3 Rfe8 21.Bf3 Qe5 22.Qd2 d6 23.Rfd1 Rb6 24.Qa5 Re7 25.Rc4 Qb2 26.Ra4 h5 27.Qd2 Qe5 28.h4 Rd7 29.Rc1 Rc7 30.Kg2 d5 31.Ra5 Qd6 32.Qb2 d4 33.Rc4 Nd7 34.Qc1 a6 35.Rc2 Rb5 36.Ra4 Ne5 37.Qf4 Re7 38.Be4 Re6 39.Bd3 Rf6 40.Qe4 Ng4 41.f3 Ne3+ 42.Kf2 Nxc2 43.Bxc2 Qd7 44.Bd3 Qh3 45.f4 Rbb6 46.Bc4 Qh2+ 47.Qg2 Rxf4+ 48.gxf4 Qxf4+ 49.Kg1 Rf6 50.Rxa6 Qe3+ 51.Kh2 Rf4 52.Qg3 Qe4 53.Ra7 Rxh4+ 54.Qxh4 Qxh4+ 55.Kg1 Qe1+ 56.Kg2 h4 57.Rxf7+ Kh6 58.Rf3 g5 59.Bd3 Kg7 60.Bc4 g4 0-1')"">","o_299428","","",""
"","","","RedBishop","cvnr23","1-0","","1566","1518","","","","","l_299428","              3 min","9","checkmate"
"Baden-Baden (Germany)","1980.??.??","?","Beliavsky Alexander G (SLO)","Stean Michael F (ENG)","1/2-1/2","A46","2590","2530","","","","1.d4 Nf6 2.Nf3 e6 3.g3 b5 4.Qd3 a6 5.e4 Bb7 6.Nbd2 c5 7.Bg2 Nc6 8.c3 cxd4 9.Nxd4 Qc7 10.O-O Nxd4 11.cxd4 Rc8 12.a4 b4 13.Re1 Be7 14.Nb3 Qc2 15.Qxc2 Rxc2 16.Bf1 Bxe4 17.Rxe4 Nxe4 18.Bd3 Rxc1+ 19.Rxc1 Nd6 20.Bxa6 Bf6 21.a5 Ke7 22.Bd3 Rc8 23.Ra1 Rb8 24.Ra4 g6 25.g4 Nc8 26.Kf1 Na7 27.Ke2 Nc6 28.Ke3 h6 29.h3 g5 30.Ra1 d5 31.Rc1 1/2-1/2')"">","o_299429","","",""
"Baden-Baden (Germany)","1980.??.??","?","Byrne Robert E (USA)","Adorjan Andras (HUN)","1/2-1/2","B33","2530","2550","","","","1.e4 c5 2.Nf3 Nc6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 e6 6.Ndb5 d6 7.Bf4 e5 8.Bg5 a6 9.Na3 b5 10.Nd5 Be7 11.Bxf6 Bxf6 12.c3 O-O 13.Nc2 Bg5 14.a4 bxa4 15.Rxa4 a5 16.Bc4 Rb8 17.b3 Kh8 18.O-O f5 19.exf5 Bxf5 20.Nce3 Be6 21.Qd3 Rb7 1/2-1/2')"">","o_299430","","",""
"Baden-Baden (Germany)","1980.??.??","?","Byrne Robert E (USA)","Gligoric Svetozar (SCG)","1/2-1/2","C92","2530","2565","","","","1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 5.O-O Be7 6.Re1 b5 7.Bb3 d6 8.c3 O-O 9.h3 Bb7 10.d4 Re8 11.Bg5 Nd7 12.Bxe7 Qxe7 13.Nbd2 Nf6 14.a4 Na5 15.Bc2 c5 16.axb5 axb5 17.d5 c4 18.Qe2 Qc7 19.Ra3","o_299431","","",""
"","","","ssez222","jfisher777","0-1","","1311","1499","","","","","c_299431","4 weeks","11","time"
"Baden-Baden (Germany)","1980.??.??","?","Byrne Robert E (USA)","Janetschek Karl (AUT)","1-0","C92","2530","2325","","","","1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 5.O-O Be7 6.Re1 b5 7.Bb3 d6 8.c3 O-O 9.h3 Nd7 10.d4 Nb6 11.Nbd2 exd4 12.cxd4 d5 13.Bc2 Be6 14.e5 Qd7 15.Nf1 Nb4 16.Bb1 Bf5 17.Bg5 Bxg5 18.Nxg5 Nc4 19.Ng3 Bxb1 20.Qxb1 f5 21.exf6 gxf6 22.Ne6 Rfe8 23.Qf5 Nd6 24.Qxf6 Ne4 25.Rxe4 dxe4 26.Nf5 1-0')"">","o_299432","","",""
"","","","hoogie46","josh13a","0-1","","1233","1297","","","","","l_299432","              5 min","38","checkmate"
"Baden-Baden (Germany)","1980.??.??","?","Byrne Robert E (USA)","Miles Anthony J (ENG)","1/2-1/2","E48","2530","2545","","","","1.d4 Nf6 2.c4 e6 3.Nc3 Bb4 4.e3 O-O 5.Bd3 d5 6.Nge2 c5 7.O-O Nc6 8.a3 Bxc3 9.bxc3 dxc4 10.Bxc4 e5 11.Bb2 Qe7 12.Ba2 Rd8 13.d5 c4 14.Bxc4 Qc5 15.Ba2 Nxd5 16.Qc2 Be6 17.Ng3 Rac8 18.c4 Nf6 19.Rac1 Na5 20.Rfd1 Rxd1+ 21.Qxd1 h6 22.Nh5 Ne8 23.h3 Nxc4 24.Bxc4 Bxc4 25.Qd7 Rb8 26.Ng3 Nf6 27.Qd1 b5 28.Nf5 Rb6 29.Qf3 Re6 30.Rd1 Kh7 31.Qb7 Re8 32.Rc1 Qd5 33.Qxd5 Bxd5 34.Nd6 Re7 35.Nc8 Rb7 36.Bxe5 Ne8 37.Nd6 Nxd6 38.Bxd6 a5 39.Rc5 Be6 40.Rc7 Rxc7 41.Bxc7 b4 42.axb4 axb4 43.e4 g5 44.Bd6 b3 45.Be5 h5 46.f3 h4 47.Kf2 Bd7 48.Ke3 Kg6 49.Bb2 f5 50.exf5+ Kxf5 51.Bc3 Bb5 1/2-1/2')"">","o_299433","","",""
"","","","Newschoolchess","b100","0-1","","1478","1539","","","","","l_299433","              6 min","27","time"
"Baden-Baden (Germany)","1980.??.??","?","Byrne Robert E (USA)","Spassky Boris V (FRA)","1/2-1/2","C95","2530","2615","","","","1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 5.O-O Be7 6.Re1 b5 7.Bb3 d6 8.c3 O-O 9.h3 Nb8 10.d4 Nbd7 11.c4 Bb7 12.Nc3 c6 13.a3 exd4 14.Nxd4 Nc5 15.Ba2 bxc4 16.Bxc4 d5 17.exd5 cxd5 18.Ba2 Nfe4 19.Nf5 Nxc3 20.Nxe7+ Qxe7 21.bxc3 Ne6 22.Bxd5 Rfd8 23.c4 Bxd5 24.cxd5 Qc5 25.Be3 Qxd5 1/2-1/2')"">","o_299434","","",""
"","","","Guillermoman","Brunk","0-1","","1681","1699","","","","","l_299434","              15|10","35","resignation"
"Baden-Baden (Germany)","1980.??.??","?","Byrne Robert E (USA)","Vaganian Rafael A (ARM)","1/2-1/2","C19","2530","2590","","","","1.e4 e6 2.d4 d5 3.Nc3 Bb4 4.e5 Ne7 5.a3 Bxc3+ 6.bxc3 c5 7.Nf3 Qa5 8.Bd2 Nbc6 9.Be2 Bd7 10.O-O Qc7 11.Re1 h6 12.Bf1 c4 13.a4 O-O 14.Bc1 f5 15.Ba3 Rf7 16.h4 Nc8 17.h5 a5 18.Nh4 Nd8 19.g4 fxg4 20.Qxg4 Bxa4 21.Bc1 Bxc2 22.Bxh6 Ne7 23.Bg5 Nf5 24.Ng6 Kh7 25.Rac1 Nh6 26.Qg3 Bf5 27.Nh4 Rf8 28.Nxf5 Nxf5 29.Qg4 b5 30.Kh1 Nf7 31.Bd2 Kh8 32.Bh3 Qe7 33.Rg1 b4 34.Qg6 Qh4 35.Kh2 bxc3 36.Rxc3 Rab8 37.Rf3 Rb3 38.Be3 N7h6 39.Bg5 Qxg5 40.Rxg5 Rxf3 41.Qxe6 Rxf2+ 42.Rg2 Rxg2+ 43.Bxg2 Ng4+ 44.Kh3 Nf2+ 45.Kh2 1/2-1/2')"">","o_299435","","",""
"","","","drshark","Onyx27","0-1","","1275","1399","","","","","l_299435","              15 min","53","time"
"Baden-Baden (Germany)","1980.??.??","?","Byrne Robert E (USA)","Van Der Wiel John T H (NED)","1-0","B76","2530","2465","","","","1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 g6 6.Be3 Bg7 7.f3 Nc6 8.Qd2 O-O 9.O-O-O Be6 10.Nxe6 fxe6 11.Kb1 a6 12.g3 Qc7 13.Bh3 Nd8 14.Ne2 Nd7 15.Nf4 Rf6 16.Bd4 Ne5 17.Rhf1 Kf7 18.Bxe5 dxe5 19.Nd3 Ke8 20.Qb4 Rc8 21.c3 g5 22.Bg4 Kf7 23.Bh5+ Kg8 24.Rf2 Nc6 25.Qc5 Qd8 26.Rfd2 Qf8 27.Qb6 Qd8 28.Qxd8+ Rxd8 29.Nc5 1-0')"">","o_299436","","",""
"","","","ralphpetrillo","rdydmy","1-0","","1632","1571","","","","","l_299436","              1 min","29","resignation"
"Baden-Baden (Germany)","1980.??.??","?","Gheorghiu Florin (ROM)","Beliavsky Alexander G (SLO)","0-1","D58","2605","2590","","","","1.d4 d5 2.c4 e6 3.Nc3 Be7 4.Nf3 Nf6 5.Bg5 h6 6.Bh4 O-O 7.e3 b6 8.Bd3 Bb7 9.O-O Nbd7 10.Qe2 c5 11.Rfd1 cxd4 12.exd4 a6 13.a4 Nh5 14.Bg3 Nxg3 15.hxg3 Nf6 16.Ne5 dxc4 17.Nxc4 b5 18.axb5 axb5 19.Nxb5 Rxa1 20.Rxa1 Bc6 21.Ne5 Bxb5 22.Bxb5 Qxd4 23.Nc6 Qb6 24.Rd1 Qc7 25.Nxe7+ Qxe7 26.Bc4 h5 27.Qd2 Rb8 28.b3 Ng4 29.Qd4 Qa3 30.Be2 Nf6 31.Bc4 Ra8 32.f3 Qa5 33.Qe3 g6 34.Qd2 Qc7 35.Qd6 Qb7 36.Kh2 Kg7 37.Qe5 Ra2 38.Kh3 Qa7 39.Qd4 Qc7 40.Rd2 Ra7 41.Re2 Qa5 42.Kh2 Rd7 43.Qe5 Qd8 44.Re4 Kg8 45.Re2 Kh7 46.Ra2 Ng8 47.Qe3 Nh6 48.Ra7 Rxa7 49.Qxa7 Qd6 50.Qe3 Nf5 51.Qf4 Qb6 52.Qd2 Qc5 53.Qd7 Kg8 54.Qd8+ Kg7 55.Qd2 Qe5 56.Qf4 Qc3 57.Qe4 Qd2 58.Qe5+ Kf8 59.Qb8+ Ke7 60.Qc7+ Kf6 61.Qf4 Qf2 62.g4 g5 63.Qe4 Qg3+ 64.Kg1 hxg4 65.fxg4 Ne3 66.Qd4+ Qe5 67.Qxe5+ Kxe5 68.Be2 Kd4 69.Kf2 Nd5 70.Kf3 Nb4 71.Bb5 Nd3 72.Be8 Ne5+ 73.Ke2 Kc3 74.Ke3 Nxg4+ 75.Kf3 f5 76.Ke2 Nf6 77.Bg6 f4 78.g3 e5 79.gxf4 gxf4 80.Bf7 e4 81.Bg6 f3+ 82.Kf2 Ng4+ 83.Ke1 Kd3 84.Be8 f2+ 85.Kf1 e3 86.Bb5+ Kd2 87.b4 Nh2+ 88.Kg2 e2 0-1')"">","o_299437","","",""
"Baden-Baden (Germany)","1980.??.??","?","Gheorghiu Florin (ROM)","Byrne Robert E (USA)","1/2-1/2","D58","2605","2530","","","","1.d4 Nf6 2.c4 e6 3.Nf3 d5 4.Nc3 Be7 5.Bg5 O-O 6.e3 h6 7.Bh4 b6 8.Bd3 Bb7 9.O-O Nbd7 10.Qe2 c5 11.Rfd1 dxc4 12.Bxc4 Ne4 13.Nxe4 Bxh4 14.d5 exd5 15.Bxd5 Bxd5 16.Rxd5 Qe7 17.Nd6 Bf6 18.Rad1 Ne5 19.Nxe5 Bxe5 20.Nc4 Bf6 21.Rd7 Qe4 22.f3 Qh4 23.a4 Rfe8 24.b3 Re6 25.Qf2 Kf8 26.Qxh4 Bxh4 27.g3 Bf6 28.Rb7 Re7 29.Rdd7 Rxd7 30.Rxd7 Rd8 31.Rxa7 Rd3 32.Rb7 Rxb3 33.a5 Rc3 34.Nxb6 Ra3 35.Ra7 Bd8 36.Nd7+ Ke8 37.Nxc5 Rxe3 38.Nb7 Be7 39.Kg2 Re2+ 40.Kh3 f5 41.a6 Ra2 42.g4 f4 43.Ra8+ Kf7 44.a7 Kf6 45.Nd6 Bxd6 46.Rd8 Rxa7 47.Rxd6+ 1/2-1/2')"">","o_299438","","",""
"","","","KAKAMOOSAVI","fettuccini","0-1","","1084","1218","","","","","l_299438","              10 min","32","resignation"
"Baden-Baden (Germany)","1980.??.??","?","Gheorghiu Florin (ROM)","Liberzon Vladimir M (ISR)","1/2-1/2","D58","2605","2545","","","","1.d4 d5 2.c4 e6 3.Nc3 Be7 4.Nf3 Nf6 5.Bg5 h6 6.Bh4 O-O 7.e3 b6 8.Qb3 Bb7 9.Bxf6 Bxf6 10.cxd5 exd5 11.Rd1 Re8 12.Bd3 Nc6 13.O-O Na5 14.Qc2 Qe7 15.Rfe1 c5 16.dxc5 Qxc5 17.Nb5 Qxc2 18.Bxc2 Red8 19.Nbd4 Nc4 20.Rb1 g6 21.h3 Rac8 22.Bd3 Nd6 23.Rec1 Ne4 24.Rxc8 Rxc8 25.Rd1 Nc5 26.Bb5 a6 27.Be2 Na4 28.Rb1 b5 29.Bd1 Nc5 30.Kf1 Ne4 31.Nb3 b4 32.Ke1 Kf8 33.Nfd4 Bh4 34.g3 Bd8 35.Rc1 Rxc1 36.Nxc1 a5 37.Ba4 Bb6 1/2-1/2')"">","o_299439","","",""
"","","","modymare","DCSPORTSFAN","1-0","","1074","1064","","","","","l_299439","              5 min","37","checkmate"
"Baden-Baden (Germany)","1980.??.??","?","Gheorghiu Florin (ROM)","Miles Anthony J (ENG)","1/2-1/2","C15","2605","2545","","","","1.d4 e6 2.e4 d5 3.Nc3 Bb4 4.Nge2 dxe4 5.a3 Be7 6.Nxe4 Nc6 7.Bf4 Nf6 8.Qd3 b6 9.O-O-O Bb7 10.N2c3 Qd7 1/2-1/2')"">","o_299440","","",""
"","","","kameshykr","mrccapple","0-1","","1071","1182","","","","","l_299440","              10 min","15","checkmate"
"Baden-Baden (Germany)","1980.??.??","?","Gheorghiu Florin (ROM)","Nunn John D M (ENG)","1/2-1/2","A32","2605","2515","","","","1.d4 Nf6 2.c4 c5 3.Nf3 cxd4 4.Nxd4 e6 5.Nc3 Bb4 6.g3 O-O 7.Bg2 d5 8.cxd5 Nxd5 9.Bd2 Nxc3 10.bxc3 Ba5 11.O-O e5 12.Nc2 Nc6 13.Nb4 Bd7 14.Nxc6 Bxc6 15.Bxc6 bxc6 16.Qa4 Qxd2 17.Qxa5 Qxe2 18.Rfe1 1/2-1/2')"">","o_299441","","",""
"","","","donb1959","White_Knight","","","1240","1658","","","","","c_299441","2 days","17","checkmate"
"Baden-Baden (Germany)","1980.??.??","?","Gheorghiu Florin (ROM)","Smejkal Jan (CZE)","1/2-1/2","A29","2605","2565","","","","1.c4 e5 2.Nc3 Nf6 3.Nf3 Nc6 4.g3 d5 5.cxd5 Nxd5 6.Bg2 Nb6 7.d3 Be7 8.a3 O-O 9.b4 Be6 10.O-O f5 11.Be3 Bf6 12.Rc1 Nd4 13.Bxd4 exd4 14.Na4 Bf7 15.Nc5 Rb8 16.Qc2 1/2-1/2')"">","o_299442","","",""
"","","","nigel_p_esquire","dodlik","","","1409","1383","","","","","l_299442","              5 min","39","resignation"
"Baden-Baden (Germany)","1980.??.??","?","Gheorghiu Florin (ROM)","Stean Michael F (ENG)","1/2-1/2","E01","2605","2530","","","","1.d4 e6 2.Nf3 c5 3.c4 cxd4 4.Nxd4 Nf6 5.g3 d5 6.Bg2 e5 7.Nf3 d4 8.O-O Nc6 9.e3 Be7 10.exd4 exd4 11.Bf4 O-O 12.Ne5 Qb6 13.Qb3","o_299443","","",""
"","","","medingtupas","drellitoston","1-0","","1046","912","","","","","l_299443","              10 min","20","checkmate"
"Baden-Baden (Germany)","1980.??.??","?","Gligoric Svetozar (SCG)","Beliavsky Alexander G (SLO)","1/2-1/2","D85","2565","2590","","","","1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.Nf3 Bg7 5.cxd5 Nxd5 6.e4 Nxc3 7.bxc3 c5 8.Be3 Bg4 9.Rc1 cxd4 10.cxd4 Bxf3 11.gxf3 O-O 12.Bc4 Qa5+ 13.Kf1 Nc6 14.d5 Ne5 15.Bb3 Rac8 16.Kg2 Qa6 17.Qd2 b5 18.Rxc8 Rxc8 19.Rc1 Nc4 20.Bxc4 bxc4 21.Qb4 Bf8 22.a4 e6 23.Qb5 Qxb5 24.axb5 Rb8 25.dxe6 fxe6 26.Rxc4 Rxb5 27.Rc8 Kf7 28.Rc7+ Be7 29.Rxa7 Ke8 30.f4 Rb8 31.Kf3 Rd8 32.Ra5 Rd3 33.Ke2 Ra3 34.Rb5 Ra2+ 35.Kf3 Ra3 36.Kg2 Ra4 37.f3 Rc4 38.Kg3 Kf7 39.Rb7 Ke8 40.Rb3 Rb4 41.Rc3 Rb5 42.Bd4 Rh5 43.Be5 Kf8 44.Rc6 Kf7 45.Bd6 Bxd6 46.Rxd6 Ke7 47.Ra6 Kf7 48.h4 Ke7 49.Ra7+ Ke8 50.Kh3 Kf8 51.Ra1 Kf7 52.Rg1 Ra5 53.Rg5 Ra3 54.Kg3 h5 55.Rb5 Ra7 56.Rb6 Kf6 57.Rb8 Kf7 58.Rb3 Kf6 59.Kf2 Kf7 60.Ke3 Rd7 61.Rb6 Kf6 62.e5+ Kf7 63.f5 gxf5 64.Kf4 Rd5 65.Rb7+ Kg6 66.Re7 Rd4+ 67.Ke3 Rxh4 68.Rxe6+ Kg5 69.Re8 Kg6 70.Rf8 Ra4 71.f4 Ra3+ 72.Ke2 h4 73.Rh8 h3 74.Kf2 Ra2+ 75.Kg1","o_299444","","",""
"","","","afarhan","andreoli","0-1","","1701","1908","","","","","l_299444","              3|1","47","checkmate"
"Baden-Baden (Germany)","1980.??.??","?","Gligoric Svetozar (SCG)","Gheorghiu Florin (ROM)","1/2-1/2","E42","2565","2605","","","","1.d4 Nf6 2.c4 e6 3.Nc3 Bb4 4.e3 c5 5.Nge2 cxd4 6.exd4 d5 7.c5 Ne4 8.Bd2 Nxd2 9.Qxd2 a5 10.a3 Bxc3 11.Nxc3 a4 12.Bd3 b6 13.O-O bxc5 14.dxc5 Qa5 15.Bc2 Bd7 16.Qe3 O-O 17.Rad1 Rc8 18.Rd4 Qxc5 19.Bxa4 Bxa4 20.Nxa4 Qa7 1/2-1/2')"">","o_299445","","",""
"","","","Aprille","pjmal1","1-0","","1350","1195","","","","","l_299445","              5 min","69","time"
"Baden-Baden (Germany)","1980.??.??","?","Gligoric Svetozar (SCG)","Liberzon Vladimir M (ISR)","1-0","D58","2565","2545","","","","1.d4 d5 2.c4 e6 3.Nf3 Nf6 4.Nc3 Be7 5.Bg5 h6 6.Bh4 O-O 7.e3 b6 8.Be2 Bb7 9.Bxf6 Bxf6 10.cxd5 exd5 11.O-O Re8 12.Rc1 c6 13.b4 Nd7 14.Qb3 b5 15.a4 a6 16.a5 Nf8 17.Nd1 Rc8 18.Nb2 Rc7 19.Nd3 Be7 20.Rc2 Bd6 21.Rfc1 Ng6 22.Bf1 Qf6 23.Nfe1 h5 24.Rc3 h4 25.Qd1 Ne7 26.Qf3 Qg5 27.Nc5 Bc8 28.Qd1 Qh6 29.Bd3 Ra7 30.Qc2 Bb8 31.Nf3 Qh5 32.Be2 h3 33.g3 Bg4 34.Qd1 Rd8 35.Kh1 Qf5 36.Nh4 Bxe2 37.Nxf5 Bxd1 38.Nxe7+ Rxe7 39.Rxd1 Ra7 40.Rdc1 Rd6 41.Nd3 Rc7 42.Ne5 Rf6 43.Kg1 Rb7 44.Nd3 Rc7 45.Kf1 g5 46.Ke2 Kg7 47.Ne5 Rb7 48.Rxc6 Bd6 49.Nd3 Ra7 50.Rb6 1-0')"">","o_299446","","",""
"Baden-Baden (Germany)","1980.??.??","?","Gligoric Svetozar (SCG)","Nunn John D M (ENG)","0-1","B08","2565","2515","","","","1.d4 d6 2.e4 Nf6 3.Nc3 g6 4.Nf3 Bg7 5.Be2 O-O 6.O-O Bg4 7.Be3 Nc6 8.Qd3 e5 9.d5 Ne7 10.h3 Bc8 11.Nd2 Nd7 12.Nc4 f5 13.f4 exf4 14.Rxf4 g5 15.Rff1 f4 16.Bd4 Ng6 17.Bxg7 Kxg7 18.Nb5 Nde5 19.Qc3 Bd7 20.Nd4 Kg8 21.Rad1 Nxc4 22.Qxc4 Ne5 23.Qb3 Rb8 24.Ne6 Bxe6 25.dxe6 Qe7 26.Rd5 Kh8 27.Bg4 c6 28.Rxe5 dxe5 29.Qc3 Qc7 30.Kh2 Rbd8 31.Qa3 c5 32.Bf5 b6 33.Qf3 Qe7 34.Qh5 Rf6 35.Bxh7 Kg7 36.Bf5 Rh6 37.Qg4 Kf6 38.Rd1 Rxd1 39.Qxd1 Rh8 40.c3 b5 41.Qd5 Rd8 42.Qc6 f3 43.gxf3 Qd6 44.e7 Kxe7 45.Qb7+ Kf8 46.h4 Qd1 47.hxg5 Qxf3 48.Bd7 Qe2+ 0-1')"">","o_299447","","",""
"","","","mehdi714","TeykoXL","0-1","","1356","1797","","","","","l_299447","              1|1","21","resignation"
"Baden-Baden (Germany)","1980.??.??","?","Gligoric Svetozar (SCG)","Seirawan Yasser (USA)","0-1","E41","2565","2510","","","","1.d4 Nf6 2.c4 e6 3.Nc3 Bb4 4.e3 c5 5.Bd3 Nc6 6.Nf3 Bxc3+ 7.bxc3 d6 8.O-O e5 9.Nd2 O-O 10.d5 Ne7 11.Qc2 g6 12.e4 Nh5 13.Nf3 Kg7 14.Bd2 h6 15.Be2 f5 16.exf5 Bxf5 17.Qc1 Ng8 18.Ne1 Nhf6 19.Nc2 g5 20.Ne3 Bg6 21.f3 Qd7 22.Bd1 Nh5 23.Bc2 Nf4 24.Qb1 Rf7 25.g3 Bxc2 26.Qxc2 Ng6 27.Kg2 Raf8 28.Rae1 N8e7 29.a4 Nf5 30.Nxf5+ Rxf5 31.Re4 R8f6 32.Qd1 h5 33.h3 Qf7 34.Be3 Kf8 35.Rf2 Ke8 36.Rf1 Kd7 37.Rf2 Kc8 38.Rf1 Qh7 39.Bd2 Rf8 40.Qe1 Qf7 41.Qd1 Kc7 42.Be3 Qg7 43.Kh2 Qh7 44.Kg2 Rg8 45.Bd2 Nf8 46.Qb1 Nd7 47.Ree1 Nb6 48.Qe4 Nxa4 49.Ra1 Nb6 50.Rxa7 Rf7 51.Re1 Qxe4 52.Rxe4 Rgf8 53.f4 gxf4 54.gxf4 Nd7 55.Kg3 Rg8+ 56.Kf2 Rfg7 57.Ke2 Rg2+ 58.Kd1 Rh2 59.Re2 Rg1+ 60.Be1 Rhh1 61.Kd2 exf4 62.Bh4 0-1')"">","o_299448","","",""
"","","","Victorgp","notalways","1-0","","1258","1346","","","","","l_299448","              10 min","28","resignation"
"Baden-Baden (Germany)","1980.??.??","?","Gligoric Svetozar (SCG)","Smejkal Jan (CZE)","1/2-1/2","D85","2565","2565","","","","1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.Nf3 Bg7 5.cxd5 Nxd5 6.e4 Nxc3 7.bxc3 c5 8.Be3 Qa5 9.Bd2 O-O 10.Be2 Bg4 11.O-O Nd7 12.h3 Bxf3 13.Bxf3 Rab8 14.a4 e6 15.Be2 Rfd8 16.Rb1 Qc7 17.Bg5 Bf6 18.Be3 Nb6 19.Rc1 Qc6 20.a5 Nd7 21.Qd3 b5 22.axb6 axb6 23.Qb1 b5 24.e5 Be7 25.Bf3 Qa6 26.Qe4 b4 27.Ra1 Qc4 28.cxb4 cxd4 29.Ra7 Qxb4 30.Qxd4 Qxd4 31.Bxd4 Bc5 1/2-1/2')"">","o_299449","","",""
"Baden-Baden (Germany)","1980.??.??","?","Gligoric Svetozar (SCG)","Stean Michael F (ENG)","1/2-1/2","E52","2565","2530","","","","1.d4 Nf6 2.c4 e6 3.Nc3 Bb4 4.e3 O-O 5.Bd3 d5 6.Nf3 b6 7.O-O Bb7 8.a3 Bd6 9.cxd5 exd5 10.b4 a6 11.Qb3 Nbd7 12.a4 Qe7 13.b5 axb5 14.Nxb5 c5 15.Nxd6 Qxd6 16.Bf5 c4 17.Qc2 Rfe8 18.Bb2 Bc8 1/2-1/2')"">","o_299450","","",""
"","","","karpov2294k","Faarao","1-0","","1419","1400","","","","","l_299450","              4|4","42","resignation"
