"variable","class","unique","is.na","has.content","empty.strings","File"
"pgn","character",1001,0,1000,1550,"data/chess.com IDs 67001-68000.csv"
"ID","character",2545,0,2550,0,"data/chess.com IDs 67001-68000.csv"
"Time","character",140,32,1518,1000,"data/chess.com IDs 67001-68000.csv"
"Moves","character",83,0,1550,1000,"data/chess.com IDs 67001-68000.csv"
"Termination","character",6,0,1550,1000,"data/chess.com IDs 67001-68000.csv"
"Site","character",29,0,1000,1609,"data/chess.com IDs 68001-69000.csv"
"Date","character",2,0,1000,1609,"data/chess.com IDs 68001-69000.csv"
"Round","character",23,0,1000,1609,"data/chess.com IDs 68001-69000.csv"
"White","character",1321,0,2609,0,"data/chess.com IDs 68001-69000.csv"
"Black","character",1341,0,2609,0,"data/chess.com IDs 68001-69000.csv"
"Result","character",6,0,2413,196,"data/chess.com IDs 68001-69000.csv"
"ECO","character",348,0,1000,1609,"data/chess.com IDs 68001-69000.csv"
"WhiteElo","integer",843,0,2609,0,"data/chess.com IDs 68001-69000.csv"
"BlackElo","integer",851,0,2609,0,"data/chess.com IDs 68001-69000.csv"
"Annotator","logical",1,2609,0,0,"data/chess.com IDs 68001-69000.csv"
"Source","logical",1,2609,0,0,"data/chess.com IDs 68001-69000.csv"
"Remark","character",4,0,334,2275,"data/chess.com IDs 68001-69000.csv"
"pgn","character",1001,0,1000,1609,"data/chess.com IDs 68001-69000.csv"
"ID","character",2608,0,2609,0,"data/chess.com IDs 68001-69000.csv"
"Time","character",138,7,1602,1000,"data/chess.com IDs 68001-69000.csv"
"Moves","character",79,0,1609,1000,"data/chess.com IDs 68001-69000.csv"
"Termination","character",6,0,1609,1000,"data/chess.com IDs 68001-69000.csv"
"Site","character",7,0,1000,1513,"data/chess.com IDs 69001-70000.csv"
"Date","character",2,0,1000,1513,"data/chess.com IDs 69001-70000.csv"
"Round","character",21,0,1000,1513,"data/chess.com IDs 69001-70000.csv"
"White","character",1315,0,2513,0,"data/chess.com IDs 69001-70000.csv"
"Black","character",1245,0,2513,0,"data/chess.com IDs 69001-70000.csv"
"Result","character",6,0,2341,172,"data/chess.com IDs 69001-70000.csv"
"ECO","character",362,0,1000,1513,"data/chess.com IDs 69001-70000.csv"
"WhiteElo","integer",856,0,2513,0,"data/chess.com IDs 69001-70000.csv"
"BlackElo","integer",852,0,2513,0,"data/chess.com IDs 69001-70000.csv"
"Annotator","logical",1,2513,0,0,"data/chess.com IDs 69001-70000.csv"
"Source","logical",1,2513,0,0,"data/chess.com IDs 69001-70000.csv"
"Remark","character",8,0,623,1890,"data/chess.com IDs 69001-70000.csv"
"pgn","character",1001,0,1000,1513,"data/chess.com IDs 69001-70000.csv"
"ID","character",2511,0,2513,0,"data/chess.com IDs 69001-70000.csv"
"Time","character",131,2,1511,1000,"data/chess.com IDs 69001-70000.csv"
"Moves","character",86,0,1513,1000,"data/chess.com IDs 69001-70000.csv"
"Termination","character",6,0,1513,1000,"data/chess.com IDs 69001-70000.csv"
"Site","character",34,0,1000,1562,"data/chess.com IDs 70001-71000.csv"
"Date","character",2,0,1000,1562,"data/chess.com IDs 70001-71000.csv"
"Round","character",21,0,1000,1562,"data/chess.com IDs 70001-71000.csv"
"White","character",1427,0,2562,0,"data/chess.com IDs 70001-71000.csv"
"Black","character",1386,0,2562,0,"data/chess.com IDs 70001-71000.csv"
"Result","character",6,0,2378,184,"data/chess.com IDs 70001-71000.csv"
"ECO","character",352,0,1000,1562,"data/chess.com IDs 70001-71000.csv"
"WhiteElo","integer",882,0,2562,0,"data/chess.com IDs 70001-71000.csv"
"BlackElo","integer",870,0,2562,0,"data/chess.com IDs 70001-71000.csv"
"Annotator","logical",1,2562,0,0,"data/chess.com IDs 70001-71000.csv"
"Source","logical",1,2562,0,0,"data/chess.com IDs 70001-71000.csv"
"Remark","character",5,0,260,2302,"data/chess.com IDs 70001-71000.csv"
"pgn","character",1001,0,1000,1562,"data/chess.com IDs 70001-71000.csv"
"ID","character",2559,0,2562,0,"data/chess.com IDs 70001-71000.csv"
"Time","character",143,9,1553,1000,"data/chess.com IDs 70001-71000.csv"
"Moves","character",85,0,1562,1000,"data/chess.com IDs 70001-71000.csv"
"Termination","character",6,0,1562,1000,"data/chess.com IDs 70001-71000.csv"
"Site","character",16,0,991,1550,"data/chess.com IDs 71001-72000.csv"
"Date","character",38,0,1000,1541,"data/chess.com IDs 71001-72000.csv"
"Round","character",23,0,1000,1541,"data/chess.com IDs 71001-72000.csv"
"White","character",1358,0,2541,0,"data/chess.com IDs 71001-72000.csv"
"Black","character",1303,0,2541,0,"data/chess.com IDs 71001-72000.csv"
"Result","character",6,0,2373,168,"data/chess.com IDs 71001-72000.csv"
"ECO","character",346,0,1000,1541,"data/chess.com IDs 71001-72000.csv"
"WhiteElo","integer",879,0,2541,0,"data/chess.com IDs 71001-72000.csv"
"BlackElo","integer",898,0,2541,0,"data/chess.com IDs 71001-72000.csv"
"Annotator","logical",1,2541,0,0,"data/chess.com IDs 71001-72000.csv"
"Source","logical",1,2541,0,0,"data/chess.com IDs 71001-72000.csv"
"Remark","character",2,0,90,2451,"data/chess.com IDs 71001-72000.csv"
"pgn","character",1001,0,1000,1541,"data/chess.com IDs 71001-72000.csv"
"ID","character",2539,0,2541,0,"data/chess.com IDs 71001-72000.csv"
"Time","character",138,26,1515,1000,"data/chess.com IDs 71001-72000.csv"
"Moves","character",84,0,1541,1000,"data/chess.com IDs 71001-72000.csv"
"Termination","character",6,0,1541,1000,"data/chess.com IDs 71001-72000.csv"
"Site","character",35,0,1000,1566,"data/chess.com IDs 72001-73000.csv"
"Date","character",2,0,1000,1566,"data/chess.com IDs 72001-73000.csv"
"Round","character",17,0,1000,1566,"data/chess.com IDs 72001-73000.csv"
"White","character",1445,0,2566,0,"data/chess.com IDs 72001-73000.csv"
"Black","character",1410,0,2566,0,"data/chess.com IDs 72001-73000.csv"
"Result","character",6,0,2358,208,"data/chess.com IDs 72001-73000.csv"
"ECO","character",356,0,1000,1566,"data/chess.com IDs 72001-73000.csv"
"WhiteElo","integer",889,0,2566,0,"data/chess.com IDs 72001-73000.csv"
"BlackElo","integer",898,0,2566,0,"data/chess.com IDs 72001-73000.csv"
"Annotator","logical",1,2566,0,0,"data/chess.com IDs 72001-73000.csv"
"Source","logical",1,2566,0,0,"data/chess.com IDs 72001-73000.csv"
"Remark","character",3,0,47,2519,"data/chess.com IDs 72001-73000.csv"
"pgn","character",1001,0,1000,1566,"data/chess.com IDs 72001-73000.csv"
"ID","character",2564,0,2566,0,"data/chess.com IDs 72001-73000.csv"
"Time","character",140,17,1549,1000,"data/chess.com IDs 72001-73000.csv"
"Moves","character",80,0,1566,1000,"data/chess.com IDs 72001-73000.csv"
"Termination","character",6,0,1566,1000,"data/chess.com IDs 72001-73000.csv"
"Site","character",11,0,1000,1573,"data/chess.com IDs 73001-74000.csv"
"Date","character",2,0,1000,1573,"data/chess.com IDs 73001-74000.csv"
"Round","character",21,0,1000,1573,"data/chess.com IDs 73001-74000.csv"
"White","character",1304,0,2573,0,"data/chess.com IDs 73001-74000.csv"
"Black","character",1274,0,2573,0,"data/chess.com IDs 73001-74000.csv"
"Result","character",6,0,2385,188,"data/chess.com IDs 73001-74000.csv"
"ECO","character",343,0,1000,1573,"data/chess.com IDs 73001-74000.csv"
"WhiteElo","integer",862,0,2573,0,"data/chess.com IDs 73001-74000.csv"
"BlackElo","integer",866,0,2573,0,"data/chess.com IDs 73001-74000.csv"
"Annotator","logical",1,2573,0,0,"data/chess.com IDs 73001-74000.csv"
"Source","logical",1,2573,0,0,"data/chess.com IDs 73001-74000.csv"
"Remark","character",3,0,175,2398,"data/chess.com IDs 73001-74000.csv"
"pgn","character",1001,0,1000,1573,"data/chess.com IDs 73001-74000.csv"
"ID","character",2571,0,2573,0,"data/chess.com IDs 73001-74000.csv"
"Time","character",146,1,1572,1000,"data/chess.com IDs 73001-74000.csv"
"Moves","character",84,0,1573,1000,"data/chess.com IDs 73001-74000.csv"
"Termination","character",6,0,1573,1000,"data/chess.com IDs 73001-74000.csv"
"Site","character",2,0,1000,1572,"data/chess.com IDs 74001-75000.csv"
"Date","character",2,0,1000,1572,"data/chess.com IDs 74001-75000.csv"
"Round","character",13,0,1000,1572,"data/chess.com IDs 74001-75000.csv"
"White","character",1364,0,2572,0,"data/chess.com IDs 74001-75000.csv"
"Black","character",1345,0,2572,0,"data/chess.com IDs 74001-75000.csv"
"Result","character",6,0,2377,195,"data/chess.com IDs 74001-75000.csv"
"ECO","character",348,0,1000,1572,"data/chess.com IDs 74001-75000.csv"
"WhiteElo","integer",829,0,2572,0,"data/chess.com IDs 74001-75000.csv"
"BlackElo","integer",885,0,2572,0,"data/chess.com IDs 74001-75000.csv"
"Annotator","logical",1,2572,0,0,"data/chess.com IDs 74001-75000.csv"
"Source","logical",1,2572,0,0,"data/chess.com IDs 74001-75000.csv"
"Remark","logical",1,2572,0,0,"data/chess.com IDs 74001-75000.csv"
"pgn","character",1001,0,1000,1572,"data/chess.com IDs 74001-75000.csv"
"ID","character",2571,0,2572,0,"data/chess.com IDs 74001-75000.csv"
"Time","character",138,41,1531,1000,"data/chess.com IDs 74001-75000.csv"
"Moves","character",85,0,1572,1000,"data/chess.com IDs 74001-75000.csv"
"Termination","character",6,0,1572,1000,"data/chess.com IDs 74001-75000.csv"
"Site","character",27,0,1000,1546,"data/chess.com IDs 75001-76000.csv"
"Date","character",2,0,1000,1546,"data/chess.com IDs 75001-76000.csv"
"Round","character",21,0,1000,1546,"data/chess.com IDs 75001-76000.csv"
"White","character",1337,0,2546,0,"data/chess.com IDs 75001-76000.csv"
"Black","character",1411,0,2546,0,"data/chess.com IDs 75001-76000.csv"
"Result","character",6,0,2384,162,"data/chess.com IDs 75001-76000.csv"
"ECO","character",332,0,1000,1546,"data/chess.com IDs 75001-76000.csv"
"WhiteElo","integer",857,0,2546,0,"data/chess.com IDs 75001-76000.csv"
"BlackElo","integer",885,0,2546,0,"data/chess.com IDs 75001-76000.csv"
"Annotator","logical",1,2546,0,0,"data/chess.com IDs 75001-76000.csv"
"Source","logical",1,2546,0,0,"data/chess.com IDs 75001-76000.csv"
"Remark","character",5,0,275,2271,"data/chess.com IDs 75001-76000.csv"
"pgn","character",1000,0,1000,1546,"data/chess.com IDs 75001-76000.csv"
"ID","character",2546,0,2546,0,"data/chess.com IDs 75001-76000.csv"
"Time","character",138,18,1528,1000,"data/chess.com IDs 75001-76000.csv"
"Moves","character",82,0,1546,1000,"data/chess.com IDs 75001-76000.csv"
"Termination","character",6,0,1546,1000,"data/chess.com IDs 75001-76000.csv"
"Site","character",33,0,996,1578,"data/chess.com IDs 76001-77000.csv"
"Date","character",17,0,1000,1574,"data/chess.com IDs 76001-77000.csv"
"Round","character",17,0,1000,1574,"data/chess.com IDs 76001-77000.csv"
"White","character",1420,0,2574,0,"data/chess.com IDs 76001-77000.csv"
"Black","character",1405,0,2574,0,"data/chess.com IDs 76001-77000.csv"
"Result","character",6,0,2409,165,"data/chess.com IDs 76001-77000.csv"
"ECO","character",356,0,1000,1574,"data/chess.com IDs 76001-77000.csv"
"WhiteElo","integer",900,0,2574,0,"data/chess.com IDs 76001-77000.csv"
"BlackElo","integer",905,0,2574,0,"data/chess.com IDs 76001-77000.csv"
"Annotator","logical",1,2574,0,0,"data/chess.com IDs 76001-77000.csv"
"Source","logical",1,2574,0,0,"data/chess.com IDs 76001-77000.csv"
"Remark","logical",1,2574,0,0,"data/chess.com IDs 76001-77000.csv"
"pgn","character",1001,0,1000,1574,"data/chess.com IDs 76001-77000.csv"
"ID","character",2572,0,2574,0,"data/chess.com IDs 76001-77000.csv"
"Time","character",135,19,1555,1000,"data/chess.com IDs 76001-77000.csv"
"Moves","character",83,0,1574,1000,"data/chess.com IDs 76001-77000.csv"
"Termination","character",6,0,1574,1000,"data/chess.com IDs 76001-77000.csv"
"Site","character",27,0,1000,1036,"data/chess.com IDs 77001-78000.csv"
"Date","character",2,0,1000,1036,"data/chess.com IDs 77001-78000.csv"
"Round","character",21,0,1000,1036,"data/chess.com IDs 77001-78000.csv"
"White","character",1051,0,2036,0,"data/chess.com IDs 77001-78000.csv"
"Black","character",1044,0,2036,0,"data/chess.com IDs 77001-78000.csv"
"Result","character",6,0,1924,112,"data/chess.com IDs 77001-78000.csv"
"ECO","character",345,0,1000,1036,"data/chess.com IDs 77001-78000.csv"
"WhiteElo","integer",722,0,2036,0,"data/chess.com IDs 77001-78000.csv"
"BlackElo","integer",714,0,2036,0,"data/chess.com IDs 77001-78000.csv"
"Annotator","logical",1,2036,0,0,"data/chess.com IDs 77001-78000.csv"
"Source","logical",1,2036,0,0,"data/chess.com IDs 77001-78000.csv"
"Remark","character",3,0,408,1628,"data/chess.com IDs 77001-78000.csv"
"pgn","character",1001,0,1000,1036,"data/chess.com IDs 77001-78000.csv"
"ID","character",2035,0,2036,0,"data/chess.com IDs 77001-78000.csv"
"Time","character",111,3,1033,1000,"data/chess.com IDs 77001-78000.csv"
"Moves","character",82,0,1036,1000,"data/chess.com IDs 77001-78000.csv"
"Termination","character",6,0,1036,1000,"data/chess.com IDs 77001-78000.csv"
"Site","character",17,0,999,880,"data/chess.com IDs 78001-79000.csv"
"Date","character",2,0,999,880,"data/chess.com IDs 78001-79000.csv"
"Round","character",24,0,999,880,"data/chess.com IDs 78001-79000.csv"
"White","character",959,0,1879,0,"data/chess.com IDs 78001-79000.csv"
"Black","character",953,0,1879,0,"data/chess.com IDs 78001-79000.csv"
"Result","character",6,0,1776,103,"data/chess.com IDs 78001-79000.csv"
"ECO","character",343,0,999,880,"data/chess.com IDs 78001-79000.csv"
"WhiteElo","integer",678,0,1879,0,"data/chess.com IDs 78001-79000.csv"
"BlackElo","integer",678,0,1879,0,"data/chess.com IDs 78001-79000.csv"
"Annotator","logical",1,1879,0,0,"data/chess.com IDs 78001-79000.csv"
"Source","logical",1,1879,0,0,"data/chess.com IDs 78001-79000.csv"
"Remark","character",3,0,421,1458,"data/chess.com IDs 78001-79000.csv"
"pgn","character",1000,0,999,880,"data/chess.com IDs 78001-79000.csv"
"ID","character",1879,0,1879,0,"data/chess.com IDs 78001-79000.csv"
"Time","character",80,0,880,999,"data/chess.com IDs 78001-79000.csv"
"Moves","character",81,0,880,999,"data/chess.com IDs 78001-79000.csv"
"Termination","character",6,0,880,999,"data/chess.com IDs 78001-79000.csv"
"Site","character",20,0,1000,847,"data/chess.com IDs 79001-80000.csv"
"Date","character",2,0,1000,847,"data/chess.com IDs 79001-80000.csv"
"Round","character",25,0,1000,847,"data/chess.com IDs 79001-80000.csv"
"White","character",920,0,1847,0,"data/chess.com IDs 79001-80000.csv"
"Black","character",927,0,1847,0,"data/chess.com IDs 79001-80000.csv"
"Result","character",6,0,1731,116,"data/chess.com IDs 79001-80000.csv"
"ECO","character",327,0,1000,847,"data/chess.com IDs 79001-80000.csv"
"WhiteElo","integer",650,0,1847,0,"data/chess.com IDs 79001-80000.csv"
"BlackElo","integer",645,0,1847,0,"data/chess.com IDs 79001-80000.csv"
"Annotator","logical",1,1847,0,0,"data/chess.com IDs 79001-80000.csv"
"Source","logical",1,1847,0,0,"data/chess.com IDs 79001-80000.csv"
"Remark","character",5,0,507,1340,"data/chess.com IDs 79001-80000.csv"
"pgn","character",1001,0,1000,847,"data/chess.com IDs 79001-80000.csv"
"ID","character",1847,0,1847,0,"data/chess.com IDs 79001-80000.csv"
"Time","character",84,0,847,1000,"data/chess.com IDs 79001-80000.csv"
"Moves","character",79,0,847,1000,"data/chess.com IDs 79001-80000.csv"
"Termination","character",6,0,847,1000,"data/chess.com IDs 79001-80000.csv"
"Site","character",18,0,1000,856,"data/chess.com IDs 80001-81000.csv"
"Date","character",2,0,1000,856,"data/chess.com IDs 80001-81000.csv"
"Round","character",21,0,1000,856,"data/chess.com IDs 80001-81000.csv"
"White","character",934,0,1856,0,"data/chess.com IDs 80001-81000.csv"
"Black","character",916,0,1856,0,"data/chess.com IDs 80001-81000.csv"
"Result","character",6,0,1744,112,"data/chess.com IDs 80001-81000.csv"
"ECO","character",352,0,1000,856,"data/chess.com IDs 80001-81000.csv"
"WhiteElo","integer",632,0,1856,0,"data/chess.com IDs 80001-81000.csv"
"BlackElo","integer",643,0,1856,0,"data/chess.com IDs 80001-81000.csv"
"Annotator","logical",1,1856,0,0,"data/chess.com IDs 80001-81000.csv"
"Source","logical",1,1856,0,0,"data/chess.com IDs 80001-81000.csv"
"Remark","character",2,0,295,1561,"data/chess.com IDs 80001-81000.csv"
"pgn","character",1001,0,1000,856,"data/chess.com IDs 80001-81000.csv"
"ID","character",1855,0,1856,0,"data/chess.com IDs 80001-81000.csv"
"Time","character",82,0,856,1000,"data/chess.com IDs 80001-81000.csv"
"Moves","character",79,0,856,1000,"data/chess.com IDs 80001-81000.csv"
"Termination","character",6,0,856,1000,"data/chess.com IDs 80001-81000.csv"
"Site","character",21,0,998,820,"data/chess.com IDs 81001-82000.csv"
"Date","character",39,0,1000,818,"data/chess.com IDs 81001-82000.csv"
"Round","character",19,0,1000,818,"data/chess.com IDs 81001-82000.csv"
"White","character",953,0,1818,0,"data/chess.com IDs 81001-82000.csv"
"Black","character",963,0,1818,0,"data/chess.com IDs 81001-82000.csv"
"Result","character",6,0,1720,98,"data/chess.com IDs 81001-82000.csv"
"ECO","character",350,0,1000,818,"data/chess.com IDs 81001-82000.csv"
"WhiteElo","integer",657,0,1818,0,"data/chess.com IDs 81001-82000.csv"
"BlackElo","integer",664,0,1818,0,"data/chess.com IDs 81001-82000.csv"
"Annotator","logical",1,1818,0,0,"data/chess.com IDs 81001-82000.csv"
"Source","logical",1,1818,0,0,"data/chess.com IDs 81001-82000.csv"
"Remark","logical",1,1818,0,0,"data/chess.com IDs 81001-82000.csv"
"pgn","character",1001,0,1000,818,"data/chess.com IDs 81001-82000.csv"
"ID","character",1818,0,1818,0,"data/chess.com IDs 81001-82000.csv"
"Time","character",83,7,811,1000,"data/chess.com IDs 81001-82000.csv"
"Moves","integer",78,1000,818,0,"data/chess.com IDs 81001-82000.csv"
"Termination","character",6,0,818,1000,"data/chess.com IDs 81001-82000.csv"
"Site","character",38,0,1000,849,"data/chess.com IDs 82001-83000.csv"
"Date","character",2,0,1000,849,"data/chess.com IDs 82001-83000.csv"
"Round","character",19,0,1000,849,"data/chess.com IDs 82001-83000.csv"
"White","character",929,0,1849,0,"data/chess.com IDs 82001-83000.csv"
"Black","character",908,0,1849,0,"data/chess.com IDs 82001-83000.csv"
"Result","character",6,0,1729,120,"data/chess.com IDs 82001-83000.csv"
"ECO","character",369,0,1000,849,"data/chess.com IDs 82001-83000.csv"
"WhiteElo","integer",655,0,1849,0,"data/chess.com IDs 82001-83000.csv"
"BlackElo","integer",665,0,1849,0,"data/chess.com IDs 82001-83000.csv"
"Annotator","logical",1,1849,0,0,"data/chess.com IDs 82001-83000.csv"
"Source","logical",1,1849,0,0,"data/chess.com IDs 82001-83000.csv"
"Remark","character",4,0,269,1580,"data/chess.com IDs 82001-83000.csv"
"pgn","character",1001,0,1000,849,"data/chess.com IDs 82001-83000.csv"
"ID","character",1848,0,1849,0,"data/chess.com IDs 82001-83000.csv"
"Time","character",93,14,835,1000,"data/chess.com IDs 82001-83000.csv"
"Moves","character",76,0,849,1000,"data/chess.com IDs 82001-83000.csv"
"Termination","character",6,0,849,1000,"data/chess.com IDs 82001-83000.csv"
"Site","character",6,0,1000,856,"data/chess.com IDs 83001-84000.csv"
"Date","character",2,0,1000,856,"data/chess.com IDs 83001-84000.csv"
"Round","character",25,0,1000,856,"data/chess.com IDs 83001-84000.csv"
"White","character",881,0,1856,0,"data/chess.com IDs 83001-84000.csv"
"Black","character",949,0,1856,0,"data/chess.com IDs 83001-84000.csv"
"Result","character",6,0,1738,118,"data/chess.com IDs 83001-84000.csv"
"ECO","character",361,0,1000,856,"data/chess.com IDs 83001-84000.csv"
"WhiteElo","integer",629,0,1856,0,"data/chess.com IDs 83001-84000.csv"
"BlackElo","integer",645,0,1856,0,"data/chess.com IDs 83001-84000.csv"
"Annotator","logical",1,1856,0,0,"data/chess.com IDs 83001-84000.csv"
"Source","logical",1,1856,0,0,"data/chess.com IDs 83001-84000.csv"
"Remark","character",4,0,846,1010,"data/chess.com IDs 83001-84000.csv"
"pgn","character",1001,0,1000,856,"data/chess.com IDs 83001-84000.csv"
"ID","character",1854,0,1856,0,"data/chess.com IDs 83001-84000.csv"
"Time","character",90,1,855,1000,"data/chess.com IDs 83001-84000.csv"
"Moves","character",80,0,856,1000,"data/chess.com IDs 83001-84000.csv"
"Termination","character",6,0,856,1000,"data/chess.com IDs 83001-84000.csv"
"Site","character",12,0,1000,873,"data/chess.com IDs 84001-85000.csv"
"Date","character",2,0,1000,873,"data/chess.com IDs 84001-85000.csv"
"Round","character",15,0,1000,873,"data/chess.com IDs 84001-85000.csv"
"White","character",895,0,1873,0,"data/chess.com IDs 84001-85000.csv"
"Black","character",975,0,1873,0,"data/chess.com IDs 84001-85000.csv"
"Result","character",6,0,1743,130,"data/chess.com IDs 84001-85000.csv"
"ECO","character",338,0,1000,873,"data/chess.com IDs 84001-85000.csv"
"WhiteElo","integer",644,0,1873,0,"data/chess.com IDs 84001-85000.csv"
"BlackElo","integer",688,0,1873,0,"data/chess.com IDs 84001-85000.csv"
"Annotator","logical",1,1873,0,0,"data/chess.com IDs 84001-85000.csv"
"Source","logical",1,1873,0,0,"data/chess.com IDs 84001-85000.csv"
"Remark","character",3,0,549,1324,"data/chess.com IDs 84001-85000.csv"
"pgn","character",1001,0,1000,873,"data/chess.com IDs 84001-85000.csv"
"ID","character",1870,0,1873,0,"data/chess.com IDs 84001-85000.csv"
"Time","character",90,0,873,1000,"data/chess.com IDs 84001-85000.csv"
"Moves","character",79,0,873,1000,"data/chess.com IDs 84001-85000.csv"
"Termination","character",6,0,873,1000,"data/chess.com IDs 84001-85000.csv"
"Site","character",22,0,1000,859,"data/chess.com IDs 85001-86000.csv"
"Date","character",2,0,1000,859,"data/chess.com IDs 85001-86000.csv"
"Round","character",21,0,1000,859,"data/chess.com IDs 85001-86000.csv"
"White","character",910,0,1859,0,"data/chess.com IDs 85001-86000.csv"
"Black","character",910,0,1859,0,"data/chess.com IDs 85001-86000.csv"
"Result","character",6,0,1726,133,"data/chess.com IDs 85001-86000.csv"
"ECO","character",348,0,1000,859,"data/chess.com IDs 85001-86000.csv"
"WhiteElo","integer",640,0,1859,0,"data/chess.com IDs 85001-86000.csv"
"BlackElo","integer",637,0,1859,0,"data/chess.com IDs 85001-86000.csv"
"Annotator","logical",1,1859,0,0,"data/chess.com IDs 85001-86000.csv"
"Source","logical",1,1859,0,0,"data/chess.com IDs 85001-86000.csv"
"Remark","character",4,0,302,1557,"data/chess.com IDs 85001-86000.csv"
"pgn","character",1001,0,1000,859,"data/chess.com IDs 85001-86000.csv"
"ID","character",1858,0,1859,0,"data/chess.com IDs 85001-86000.csv"
"Time","character",101,0,859,1000,"data/chess.com IDs 85001-86000.csv"
"Moves","character",79,0,859,1000,"data/chess.com IDs 85001-86000.csv"
"Termination","character",6,0,859,1000,"data/chess.com IDs 85001-86000.csv"
"Site","character",18,0,993,867,"data/chess.com IDs 86001-87000.csv"
"Date","character",46,0,1000,860,"data/chess.com IDs 86001-87000.csv"
"Round","character",20,0,1000,860,"data/chess.com IDs 86001-87000.csv"
"White","character",956,0,1860,0,"data/chess.com IDs 86001-87000.csv"
"Black","character",951,0,1860,0,"data/chess.com IDs 86001-87000.csv"
"Result","character",6,0,1724,136,"data/chess.com IDs 86001-87000.csv"
"ECO","character",347,0,1000,860,"data/chess.com IDs 86001-87000.csv"
"WhiteElo","integer",669,0,1860,0,"data/chess.com IDs 86001-87000.csv"
"BlackElo","integer",651,0,1860,0,"data/chess.com IDs 86001-87000.csv"
"Annotator","logical",1,1860,0,0,"data/chess.com IDs 86001-87000.csv"
"Source","logical",1,1860,0,0,"data/chess.com IDs 86001-87000.csv"
"Remark","character",2,0,2,1858,"data/chess.com IDs 86001-87000.csv"
"pgn","character",1001,0,1000,860,"data/chess.com IDs 86001-87000.csv"
"ID","character",1860,0,1860,0,"data/chess.com IDs 86001-87000.csv"
"Time","character",88,0,860,1000,"data/chess.com IDs 86001-87000.csv"
"Moves","character",78,0,860,1000,"data/chess.com IDs 86001-87000.csv"
"Termination","character",6,0,860,1000,"data/chess.com IDs 86001-87000.csv"
"Site","character",16,0,1000,871,"data/chess.com IDs 87001-88000.csv"
"Date","character",2,0,1000,871,"data/chess.com IDs 87001-88000.csv"
"Round","character",30,0,1000,871,"data/chess.com IDs 87001-88000.csv"
"White","character",931,0,1871,0,"data/chess.com IDs 87001-88000.csv"
"Black","character",929,0,1871,0,"data/chess.com IDs 87001-88000.csv"
"Result","character",6,0,1751,120,"data/chess.com IDs 87001-88000.csv"
"ECO","character",347,0,1000,871,"data/chess.com IDs 87001-88000.csv"
"WhiteElo","integer",654,0,1871,0,"data/chess.com IDs 87001-88000.csv"
"BlackElo","integer",664,0,1871,0,"data/chess.com IDs 87001-88000.csv"
"Annotator","logical",1,1871,0,0,"data/chess.com IDs 87001-88000.csv"
"Source","logical",1,1871,0,0,"data/chess.com IDs 87001-88000.csv"
"Remark","character",2,0,112,1759,"data/chess.com IDs 87001-88000.csv"
"pgn","character",1001,0,1000,871,"data/chess.com IDs 87001-88000.csv"
"ID","character",1869,0,1871,0,"data/chess.com IDs 87001-88000.csv"
"Time","character",85,2,869,1000,"data/chess.com IDs 87001-88000.csv"
"Moves","character",80,0,871,1000,"data/chess.com IDs 87001-88000.csv"
"Termination","character",6,0,871,1000,"data/chess.com IDs 87001-88000.csv"
"Site","character",22,0,1000,880,"data/chess.com IDs 88001-89000.csv"
"Date","character",2,0,1000,880,"data/chess.com IDs 88001-89000.csv"
"Round","character",23,0,1000,880,"data/chess.com IDs 88001-89000.csv"
"White","character",951,0,1880,0,"data/chess.com IDs 88001-89000.csv"
"Black","character",952,0,1880,0,"data/chess.com IDs 88001-89000.csv"
"Result","character",6,0,1750,130,"data/chess.com IDs 88001-89000.csv"
"ECO","character",360,0,1000,880,"data/chess.com IDs 88001-89000.csv"
"WhiteElo","integer",657,0,1880,0,"data/chess.com IDs 88001-89000.csv"
"BlackElo","integer",658,0,1880,0,"data/chess.com IDs 88001-89000.csv"
"Annotator","logical",1,1880,0,0,"data/chess.com IDs 88001-89000.csv"
"Source","logical",1,1880,0,0,"data/chess.com IDs 88001-89000.csv"
"Remark","character",3,0,23,1857,"data/chess.com IDs 88001-89000.csv"
"pgn","character",1001,0,1000,880,"data/chess.com IDs 88001-89000.csv"
"ID","character",1879,0,1880,0,"data/chess.com IDs 88001-89000.csv"
"Time","character",93,0,880,1000,"data/chess.com IDs 88001-89000.csv"
"Moves","character",77,0,880,1000,"data/chess.com IDs 88001-89000.csv"
"Termination","character",6,0,880,1000,"data/chess.com IDs 88001-89000.csv"
"Site","character",20,0,1000,896,"data/chess.com IDs 89001-90000.csv"
"Date","character",2,0,1000,896,"data/chess.com IDs 89001-90000.csv"
"Round","character",19,0,1000,896,"data/chess.com IDs 89001-90000.csv"
"White","character",969,0,1896,0,"data/chess.com IDs 89001-90000.csv"
"Black","character",965,0,1896,0,"data/chess.com IDs 89001-90000.csv"
"Result","character",6,0,1765,131,"data/chess.com IDs 89001-90000.csv"
"ECO","character",362,0,1000,896,"data/chess.com IDs 89001-90000.csv"
"WhiteElo","integer",679,0,1896,0,"data/chess.com IDs 89001-90000.csv"
"BlackElo","integer",681,0,1896,0,"data/chess.com IDs 89001-90000.csv"
"Annotator","logical",1,1896,0,0,"data/chess.com IDs 89001-90000.csv"
"Source","logical",1,1896,0,0,"data/chess.com IDs 89001-90000.csv"
